,BNF_code,NAME,UNII_drugbank
1645,0605010U0,Sermorelin Acetate                                          ,89243S03TE
1646,0605010V0,Thyrotrophin                                                ,[]
1647,0605010X0,Chorionic Gonadotrophin Alfa                                ,[]
1648,0605010Y0,Lutropin Alfa                                               ,3JGY52XJNA
1649,0605010Z0,Pegvisomant                                                 ,N824AOU5XV
1650,0605020E0,Desmopressin Acetate                                        ,ENR1LLB0FP
1651,0605020H0,Lypressin                                                   ,7CZF3L922Y
1652,0605020P0,Pituitary (Posterior Lobe)                                  ,[]
1653,0605020T0,Terlipressin                                                ,7Z5X49W53P
1654,0605020W0,Argipressin                                                 ,[]
1655,0605020X0,Vasopressin Tannate                                         ,[]
1656,0605020Y0,Tolvaptan                                                   ,1E2497LPNY
1657,0606010D0,Calcitonin                                                  ,[]
1658,0606010T0,Calcitonin (salmon)                                         ,[]
1659,0606010U0,Teriparatide                                                ,10T9CSU89I
1660,0606010V0,Parathyroid Hormone                                         ,N19A0T0E5J
1661,0606020A0,Alendronic Acid                                             ,X1J18R4W8P
1662,0606020C0,Etidronate Disodium                                         ,[]
1663,0606020P0,Pamidronate Disodium                                        ,[]
1664,0606020R0,Risedronate Sodium                                          ,[]
1665,0606020T0,Sodium Clodronate                                           ,[]
1666,0606020U0,Tiludronic Acid                                             ,6PNS59HP4Y
1667,0606020V0,Zoledronic Acid                                             ,70HZ18PH24
1668,0606020W0,Ibandronic Acid                                             ,[]
1669,0606020X0,Strontium Ranelate                                          ,04NQ160FRU
1670,0606020Y0,Alendronic Acid & Colecalciferol                            ,X1J18R4W8P
1671,0606020Z0,Denosumab                                                   ,4EQZ6YO2HI
1672,060602000,Other Bisphosphonate & Other Preps                          ,[]
1673,0607010B0,Bromocriptine                                               ,3A64E3G5ZO
1674,0607010C0,Cabergoline                                                 ,LL60K9J05T
1675,0607010M0,Metergoline                                                 ,1501393LY5
1676,0607010T0,Quinagolide Hydrochloride                                   ,80Q9QWN15M
1677,0607020B0,Buserelin                                                   ,PXW8U3YXDV
1678,0607020C0,Danazol                                                     ,N29QWW3BUO
1679,0607020D0,Cetrorelix                                                  ,OON1HFZ4BA
1680,0607020E0,Gamolenic Acid                                              ,78YC2MAX4O
1681,0607020F0,Gestrinone                                                  ,1421533RCM
1682,0607020P0,Nafarelin Acetate                                           ,1X0094V6JV
1683,0607020T0,Triptorelin                                                 ,9081Y98W2V
1684,0607020W0,Ganirelix                                                   ,IX503L9WN0
1685,0607020X0,Gamolenic Acid/Vit E                                        ,78YC2MAX4O
1686,0607020Y0,Triptorelin Embonate                                        ,9081Y98W2V
1687,0607030M0,Metyrapone                                                  ,ZS9KD92H6V
1688,0607030T0,Trilostane                                                  ,L0FPV48Q5R
1689,0607040A0,Mecasermin                                                  ,7GR9I2683O
1690,0701010D0,Carboprost                                                  ,[]
1691,0701010F0,Dinoprost Trometamol                                        ,B7IN85G1HY
1692,0701010I0,Dinoprostone                                                ,K7Q1JQR04M
1693,0701010L0,Ergometrine Maleate                                         ,WH41D8433D
1694,0701010P0,Gemeprost                                                   ,45KZB1FOLS
1695,0701010T0,Oxytocin                                                    ,1JQS135EYN
1696,0701010V0,Prepared Ergot                                              ,[]
1697,0701010W0,Carbetocin                                                  ,88TWF8015Y
1698,0701010X0,Misoprostol (Gynae)                                         ,0E43V0BB57
1699,0701011D0,Alprostadil                                                 ,F5TD010360
1700,0701011E0,Indometacin                                                 ,XXE1CET956
1701,0701011F0,Ibuprofen                                                   ,WK2XYI10QM
1702,0701020K0,Mifepristone                                                ,320T6RNW1F
1703,0701021A0,Mifepristone/Misoprostol                                    ,320T6RNW1F
1704,0701030I0,Isoxsuprine Hydrochloride                                   ,R15UI3245N
1705,0701030N0,Orciprenaline Sulfate                                       ,53QOG569E0
1706,0701030S0,Ritodrine Hydrochloride                                     ,I0Q6O6740J
1707,0701030T0,Terbutaline Sulphate                                        ,N8ONU3L3PG
1708,0701030U0,Salbutamol                                                  ,QF8SVZ843E
1709,0701030V0,Atosiban                                                    ,081D12SI0Z
1710,0702010C0,Dienestrol                                                  ,RRW32X4U1F
1711,0702010E0,Ethinylestradiol                                            ,423D2T571U
1712,0702010F0,Estriol                                                     ,FB33469R8E
1713,0702010G0,Estradiol                                                   ,4TI98Z838E
1714,0702010I0,Oestrogens Conjugated                                       ,[]
1715,0702010K0,Estrone                                                     ,2DI9HA706A
1716,0702010L0,Diethylstilbestrol                                          ,731DCA35BT
1717,070201000,Other Vaginal/Vulva Changes Preps                           ,[]
1718,0702020B0,Acetic Acid                                                 ,Q40Q9N063P
1719,0702020C0,Acetarsol                                                   ,806529YU1N
1720,0702020D0,Amphotericin                                                ,[]
1721,0702020E0,Clindamycin Phosphate                                       ,3U02EL437C
1722,0702020F0,Clotrimazole                                                ,G07GZ97H65
1723,0702020G0,Chlorhexidine Gluconate                                     ,R4KO0DY52L
1724,0702020H0,Econazole Nitrate                                           ,6Z1Y2V4A7M
1725,0702020I0,Fenticonazole Nitrate                                       ,QG05NRB077
1726,0702020J0,Hydrargaphen                                                ,[]
1727,0702020K0,Ichthammol                                                  ,[]
1728,0702020L0,Isoconazole Nitrate                                         ,GRI7WFR424
1729,0702020M0,Lactobacillus Acidophilus                                   ,[]
1730,0702020P0,Miconazole Nitrate                                          ,7NNO0D7S5M
1731,0702020Q0,Lactic Acid                                                 ,3B8D35Y7S4
1732,0702020R0,Natamycin                                                   ,8O0C852CPO
1733,0702020T0,Nystatin                                                    ,BDF1O1C72E
1734,0702020V0,Povidone Iodine                                             ,9679TC07X4
1735,0702020W0,Prep's For Other Vaginal Infections                         ,[]
1736,0702020X0,Metronidazole                                               ,140QMO216E
1737,0702020Y0,Boric Acid                                                  ,R57ZHV85D4
1738,070202000,Other Vaginal & Vulval Infection Preps                      ,[]
1739,0703010E0,Combined Ethinylestradiol 20mcg                             ,423D2T571U
1740,0703010F0,Combined Ethinylestradiol 30mcg                             ,423D2T571U
1741,0703010G0,Combined Ethinylestradiol 35mcg                             ,423D2T571U
1742,0703010H0,Combined Ethinylestradiol 50mcg                             ,423D2T571U
1743,0703010I0,Combined Ethinylestradiol 15mcg                             ,423D2T571U
1744,0703010M0,Combined Mestranol                                          ,[]
1745,0703010P0,Phased Formulations Of Ethinylestradiol                     ,423D2T571U
1746,0703010Q0,Combined Ethinylestradiol 135mcg                            ,423D2T571U
1747,0703010R0,Estradiol Val&Estradiol Val + Dienogest                     ,46M3EV8HHE
1748,0703010S0,Estradiol & Nomegestrol                                     ,10F89177CO
1749,0703011A0,Etonogestrel/Ethinylestradiol                               ,304GTH6RNH
1750,0703021C0,Etynodiol Diacetate                                         ,9E01C36A9S
1751,0703021L0,Levonorgestrel                                              ,5W7SIA7YZW
1752,0703021N0,Norethisterone                                              ,T18F433X4S
1753,0703021P0,Norgestrel                                                  ,3J8Q1747Z2
1754,0703021Q0,Desogestrel                                                 ,81K9V7M3A3
1755,0703022I0,Levonorgestrel                                              ,5W7SIA7YZW
1756,0703022M0,Medroxyprogesterone Acetate                                 ,C2QI4IOI2G
1757,0703022N0,Norethisterone Enantate                                     ,T18F433X4S
1758,0703022P0,Etonogestrel                                                ,304GTH6RNH
1759,0703023L0,Levonorgestrel                                              ,5W7SIA7YZW
1760,0703030G0,Nonoxinol 9                                                 ,[]
1761,0703030K0,Nonoxinol 10 11                                             ,[]
1762,0703030P0,Nonoxinol 11                                                ,[]
1763,0703030T0,Octoxinol                                                   ,[]
1764,0703030Z0,Spermicidal Contraceptive Prep's                            ,[]
1765,0703050A0,Levonorgestrel                                              ,5W7SIA7YZW
1766,0703050B0,Ulipristal Acetate (Emergency Cont)                         ,6J5J15Q2X8
1767,0704010A0,Alfuzosin Hydrochloride                                     ,90347YTW5F
1768,0704010C0,Bethanechol Chloride                                        ,004F72P8F4
1769,0704010F0,Carbachol                                                   ,[]
1770,0704010I0,Distigmine Bromide                                          ,T940307O7B
1771,0704010M0,Indoramin                                                   ,0Z802HMY7H
1772,0704010T0,Terazosin Hydrochloride                                     ,8L5014XET7
1773,0704010U0,Tamsulosin Hydrochloride                                    ,G3P28OML5I
1774,0704010V0,Tamsulosin & Dutasteride Hydrochloride                      ,O0J6XJN02I
1775,0704010W0,Solifenacin/Tamsulosin                                      ,A8910SQJ1U
1776,0704020AA,Duloxetine Hydrochloride                                    ,O5TNM5N07U
1777,0704020AB,Solifenacin                                                 ,A8910SQJ1U
1778,0704020AC,Darifenacin Hydrobromide                                    ,APG9819VLM
1779,0704020AD,Fesoterodine Fumarate                                       ,621G617227
1780,0704020AE,Mirabegron                                                  ,MVR3JL3B2V
1781,0704020D0,Emepronium Bromide                                          ,04QQ8SWA4U
1782,0704020G0,Flavoxate Hydrochloride                                     ,3E74Y80MEY
1783,0704020J0,Oxybutynin                                                  ,K9P6MC7092
1784,0704020M0,Terodiline Hydrochloride                                    ,70KG06964W
1785,0704020N0,Tolterodine                                                 ,WHE7A56U7K
1786,0704020P0,Propiverine Hydrochloride                                   ,468GE2241L
1787,0704020Z0,Trospium Chloride                                           ,T4Y8ORK057
1788,0704030A0,Acetohydroxamic Acid                                        ,4RZ82L2GY5
1789,0704030B0,Ammonium Benzoate                                           ,[]
1790,0704030C0,Ammonium Chloride                                           ,01Q9PC255D
1791,0704030E0,Phenazopyridine Hydrochloride                               ,K2J09EMJ52
1792,0704030G0,Potassium Citrate                                           ,RWP5GA015D
1793,0704030J0,Sodium Citrate                                              ,RS7A450LGA
1794,070403000,Other Urological Pain Preps                                 ,[]
1795,0704040A0,Alum                                                        ,[]
1796,0704040B0,Acetic Acid                                                 ,Q40Q9N063P
1797,0704040C0,Chlorhexidine Gluconate                                     ,R4KO0DY52L
1798,0704040D0,Chlorhexidine Acetate                                       ,R4KO0DY52L
1799,0704040E0,Boric Acid                                                  ,R57ZHV85D4
1800,0704040F0,Dimethyl Sulfoxide                                          ,YOW8V9698H
1801,0704040G0,Oxybutynin Hydrochloride                                    ,K9P6MC7092
1802,0704040H0,Mandelic Acid                                               ,NH496X0UJX
1803,0704040I0,Sodium Citrate                                              ,RS7A450LGA
1804,0704040J0,Sodium Chloride                                             ,451W47IQ8X
1805,0704040K0,Phenoxyethanol                                              ,[]
1806,0704040S0,Sterile Water For Bladder Instillations                     ,[]
1807,0704040U0,Noxytiolin                                                  ,4DN3AF1FU6
1808,0704040V0,Catheter Patency Solutions                                  ,[]
1809,0704040W0,Acetylcysteine                                              ,WYQ7N0BPYC
1810,070404000,Other Bladder/Urological Preps                              ,[]
1811,0704050AA,Vardenafil                                                  ,UCE6F4125H
1812,0704050AB,Dapoxetine Hydrochloride                                    ,GB2433A4M3
1813,0704050AC,Avanafil                                                    ,DR5S136IVO
1814,0704050AD,Phentolamine/Aviptadil                                      ,Z468598HBV
1815,0704050B0,Alprostadil                                                 ,F5TD010360
1816,0704050G0,Apomorphine Hydrochloride                                   ,N21FAR7B4S
1817,0704050J0,Papaverine Hydrochloride                                    ,DAA13NKG2Q
1818,0704050L0,Papaverine Sulphate                                         ,DAA13NKG2Q
1819,0704050P0,Papaverine Hydrochloride/Phentolamine                       ,Z468598HBV
1820,0704050Q0,Papaverine Sulfate/Phentolamine                             ,Z468598HBV
1821,0704050R0,Tadalafil                                                   ,742SXX0ICT
1822,0704050T0,Moxisylyte Hydrochloride                                    ,PW8QYA7KI0
1823,0704050Y0,Yohimbine Hydrochloride                                     ,2Y49VWD90Q
1824,0704050Z0,Sildenafil (Erectile Dysfunction)                           ,3M7OB98Y7H
1825,070405000,Other Erectile Dysfunction Preps                            ,[]
1826,0704060A0,Dapoxetine Hydrochloride                                    ,GB2433A4M3
1827,0801000I0,Calc Folinate                                               ,[]
1828,0801000T0,Mesna                                                       ,[]
1829,0801000U0,Calc Levofolinate                                           ,[]
1830,0801000V0,Amifostine                                                  ,ILA426L95O
1831,0801000W0,Palifermin                                                  ,QMS40680K6
1832,0801000X0,Disodium Folinate                                           ,[]
1833,0801000Y0,Dexrazoxane                                                 ,048L81261F
1834,0801010B0,Busulfan                                                    ,G1LN9045DK
1835,0801010D0,Carmustine                                                  ,U68WG3173Y
1836,0801010F0,Chlorambucil                                                ,18D0SL7309
1837,0801010H0,Cyclophosphamide                                            ,6UXW23996M
1838,0801010J0,Estramustine Phosphate                                      ,35LT29625A
1839,0801010L0,Etoglucid                                                   ,4F9KUA0T4D
1840,0801010N0,Ifosfamide                                                  ,UM20QQM95Y
1841,0801010Q0,Lomustine                                                   ,7BRF0Z81KG
1842,0801010S0,Melphalan                                                   ,Q41OR9510P
1843,0801010U0,Mitobronitol                                                ,5UP30YED7N
1844,0801010W0,Chlormethine Hydrochloride                                  ,[]
1845,0801010Y0,Thiotepa                                                    ,905Z5W3GKH
1846,0801010Z0,Treosulfan                                                  ,CO61ER3EPI
1847,0801020D0,Dactinomycin                                                ,1CC1JFE158
1848,0801020G0,Bleomycin                                                   ,40S1VHN69B
1849,0801020J0,Daunorubicin                                                ,ZS7284E0ZP
1850,0801020K0,Doxorubicin Hydrochloride                                   ,80168379AG
1851,0801020N0,Epirubicin Hydrochloride                                    ,3Z8479ZZ5X
1852,0801020P0,Idarubicin Hydrochloride                                    ,ZRP63D75JW
1853,0801020Q0,Mitomycin                                                   ,50SG953SK6
1854,0801020R0,Mitoxantrone                                                ,BZ114NVM5P
1855,0801030AA,Clofarabine                                                 ,762RDY0Y2H
1856,0801030AB,Nelarabine                                                  ,60158CV180
1857,0801030AC,Azacitidine                                                 ,M801H13NRU
1858,0801030AD,Tegafur/Gimeracil/Oteracil                                  ,1548R74NSZ
1859,0801030AE,Decitabine                                                  ,776B62CQ27
1860,0801030C0,Cladribine                                                  ,47M74X9YT5
1861,0801030D0,Cytarabine                                                  ,04079A1RDZ
1862,0801030G0,Floxuridine                                                 ,039LU44I5M
1863,0801030H0,Fluorouracil (Antimetabolites)                              ,U3P01618RT
1864,0801030J0,Fluorouracil/Glucose                                        ,U3P01618RT
1865,0801030L0,Mercaptopurine                                              ,PKK6MUZ20G
1866,0801030P0,Methotrexate                                                ,YL5FZ2Y5U1
1867,0801030S0,Tegafur                                                     ,1548R74NSZ
1868,0801030T0,Tioguanine                                                  ,WIX31ZPX66
1869,0801030V0,Capecitabine                                                ,6804DJ8Z9U
1870,0801030W0,Fludarabine Phosphate                                       ,P2K93U8740
1871,0801030X0,Gemcitabine                                                 ,B76N6SBZ8R
1872,0801030Y0,Pemetrexed                                                  ,04Q9AIZ7NO
1873,0801030Z0,Raltitrexed                                                 ,FCB9EGG971
1874,0801040D0,Etoposide                                                   ,6PLQ3CP4P3
1875,0801040H0,Vinblastine Sulfate                                         ,5V9KLZ54CY
1876,0801040M0,Vincristine Sulfate                                         ,5J49Q6B70F
1877,0801040Q0,Vindesine Sulfate                                           ,RSA8KO39WH
1878,0801040R0,Vinorelbine                                                 ,Q6C979R91Y
1879,0801050AA,Imatinib Mesilate                                           ,BKJ8M8G5HI
1880,0801050AB,Bexarotene                                                  ,A61RXM4375
1881,0801050AC,Bortezomib                                                  ,69G8BD63PP
1882,0801050AD,Trastuzumab                                                 ,P188ANX8CK
1883,0801050AE,Erlotinib                                                   ,J4T82NDH7E
1884,0801050AF,Topotecan                                                   ,7M7YKX2N15
1885,0801050AG,Cetuximab                                                   ,PQX0D8J21J
1886,0801050AH,Porfimer Sodium                                             ,Y3834SIK5F
1887,0801050AI,Arsenic                                                     ,[]
1888,0801050AJ,Sorafenib                                                   ,9ZOQ3TZI87
1889,0801050AK,Temoporfin                                                  ,FU21S769PF
1890,0801050AL,Oxaliplatin                                                 ,04ZR38536J
1891,0801050AM,Sunitinib                                                   ,V99T50803M
1892,0801050AN,Dasatinib                                                   ,X78UG0A0RN
1893,0801050AP,Bevacizumab                                                 ,2S9ZZM9Q9V
1894,0801050AR,Panitumumab                                                 ,6A901E312A
1895,0801050AS,Nilotinib                                                   ,F41401512X
1896,0801050AT,Lapatinib                                                   ,0VUA21238F
1897,0801050AU,Temsirolimus                                                ,624KN6GM2T
1898,0801050AV,Trabectedin                                                 ,ID0YZQ2TCP
1899,0801050AW,Gefitinib                                                   ,S65743JHBS
1900,0801050AX,Everolimus                                                  ,9HW64Q8G6G
1901,0801050AY,Celecoxib                                                   ,JCX84Q7J1L
1902,0801050AZ,Pazopanib                                                   ,7RN5DR86CK
1903,0801050A0,Altretamine                                                 ,Q8BIH59O7H
1904,0801050BA,Pegaspargase                                                ,7D96IR0PPM
1905,0801050BB,Eribulin                                                    ,LR24G6354G
1906,0801050BC,Ipilimumab                                                  ,6T8C155666
1907,0801050BD,Vemurafenib                                                 ,207SMY3FQT
1908,0801050BE,Paclitaxel Albumin                                          ,P88XT4IS4D
1909,0801050BF,Catumaxomab                                                 ,M2HPV837HO
1910,0801050BG,Vandetanib                                                  ,YO460OQ37K
1911,0801050BH,Pipobroman                                                  ,6Q99RDT97R
1912,0801050BI,Ruxolitinib                                                 ,82S8X8XX8H
1913,0801050BJ,Axitinib                                                    ,C9LVQ0YUXG
1914,0801050BK,Pertuzumab                                                  ,K16AIQ8CTM
1915,0801050BL,Bosutinib                                                   ,5018V4AEZ0
1916,0801050BM,Vismodegib                                                  ,25X868M3DS
1917,0801050BN,Regorafenib                                                 ,24T2A1DOYB
1918,0801050BP,Afatinib                                                    ,41UD74L59M
1919,0801050BQ,Ponatinib                                                   ,4340891KFS
1920,0801050BR,Cabozantinib                                                ,1C39JW444G
1921,0801050BS,Ibrutinib                                                   ,1X70OSD4VX
1922,0801050BT,Nintedanib                                                  ,G6HRD2P839
1923,0801050BU,Asparaginase                                                ,[]
1924,0801050BV,Lenvatinib                                                  ,EE083865G2
1925,0801050C0,Amsacrine                                                   ,00DPD30SOY
1926,0801050D0,Docetaxel                                                   ,699121PHCA
1927,0801050F0,Carboplatin                                                 ,BG3F62OND5
1928,0801050I0,Cisplatin                                                   ,Q20Q21Q62J
1929,0801050J0,Crisantaspase                                               ,[]
1930,0801050L0,Dacarbazine                                                 ,7GR28W0FJI
1931,0801050P0,Hydroxycarbamide                                            ,[]
1932,0801050Q0,Irinotecan Hydrochloride                                    ,7673326042
1933,0801050R0,Mitotane                                                    ,78E4J5IB5J
1934,0801050S0,Pentostatin                                                 ,395575MZO7
1935,0801050T0,Parachloropheylolanine                                      ,[]
1936,0801050U0,Procarbazine Hydrochloride                                  ,35S93Y190K
1937,0801050V0,Paclitaxel                                                  ,P88XT4IS4D
1938,0801050W0,Razoxane                                                    ,[]
1939,0801050X0,Tretinoin                                                   ,5688UTC01R
1940,0801050Y0,Temozolomide                                                ,YF1K15M17Y
1941,0801050Z0,Alitretinoin                                                ,1UA8E65KDZ
1942,0802010G0,Azathioprine                                                ,MRK240IY2L
1943,0802010M0,Mycophenolate Mofetil                                       ,[]
1944,0802010N0,Mycophenolate Sod                                           ,[]
1945,0802020B0,Antilymphocyte Immunoglobulin                               ,[]
1946,0802020D0,Basiliximab                                                 ,9927MT646M
1947,0802020G0,Ciclosporin                                                 ,83HN0GTJ6D
1948,0802020T0,Tacrolimus                                                  ,Y5L2157C4J
1949,0802020U0,Sirolimus                                                   ,W36ZG6FT64
1950,0802020V0,Daclizumab                                                  ,CUJ2MVI71Y
1951,0802020W0,Canakinumab                                                 ,37CQ2C7X93
1952,0802020X0,Antithymocyte Immunoglobulin                                ,[]
1953,0802020Y0,Belatacept                                                  ,E3B2GI648A
1954,080202000,Other Cortico'oid&ImmunosuppressantPreps                    ,[]
1955,0802030B0,Corynebacterium Parvum Vaccine                              ,[]
1956,0802030E0,Alemtuzumab                                                 ,3A189DH42V
1957,0802030F0,Rituximab                                                   ,4F4X42SYQ6
1958,0802040AA,Thalidomide (Immunomodulating)                              ,4Z8R6ORS6L
1959,0802040AB,Histamine Dihydrocloride                                    ,820484N8I3
1960,0802040AC,Canakinumab                                                 ,37CQ2C7X93
1961,0802040AD,Fingolimod                                                  ,3QN8BYN5QF
1962,0802040AI,Dabrafenib                                                  ,QGP4HA4G1B
1963,0802040AJ,Pomalidomide                                                ,D2UX06XLB5
1964,0802040AK,Dimethyl Fumar                                              ,[]
1965,0802040AL,Teriflunomide                                               ,1C058IKG3B
1966,0802040AM,Siltuximab                                                  ,T4H8FMA7IM
1967,0802040AN,Obinutuzumab                                                ,O43472U9X8
1968,0802040AP,Pegintereron Beta                                           ,[]
1969,0802040AQ,Aldesleukin                                                 ,M89N0Q7EQR
1970,0802040AR,Ramucirumab                                                 ,D99YVK4L0X
1971,0802040AS,Olaparib                                                    ,WOH1JD9AR8
1972,0802040AT,Nivolumab                                                   ,31YO63LBSN
1973,0802040AU,Pembrolizumab                                               ,DPT0O3T46P
1974,0802040AV,Trametinib                                                  ,33E86K87QN
1975,0802040AW,Cobimetinib                                                 ,ER29L26N1X
1976,0802040A0,Peginterferon Alpha                                         ,[]
1977,0802040J0,Interferon Alpha                                            ,[]
1978,0802040M0,Interferon Beta                                             ,[]
1979,0802040U0,Glatiramer Acetate                                          ,U782C039QP
1980,0802040W0,Natalizumab                                                 ,3JB47N2Q2P
1981,0802040X0,Bacillus Calmette-Guerin (B.C.G.)                           ,[]
1982,0802040Y0,Lenalidomide                                                ,F0P408N6V4
1983,0802040Z0,Interferon Gamma                                            ,[]
1984,0802041A0,Aldesleukin                                                 ,M89N0Q7EQR
1985,0803010D0,Fosfestrol Tetrasodium                                      ,[]
1986,0803010G0,Polyestradiol Phos Phosphate                                ,[]
1987,0803010K0,Diethylstilbestrol                                          ,731DCA35BT
1988,0803020D0,Gestonorone Hexanoate                                       ,H4G605B7VP
1989,0803020H0,Medroxyprogesterone Acetate                                 ,C2QI4IOI2G
1990,0803020L0,Megestrol Acetate                                           ,TJ2M0FR8ES
1991,0803020Q0,Norethisterone Acetate                                      ,T18F433X4S
1992,0803030C0,Drostanolone Propionate                                     ,[]
1993,0803030T0,Testolactone                                                ,[]
1994,0803041AA,Fulvestrant                                                 ,22X328QOC4
1995,0803041A0,Aminoglutethimide                                           ,0O54ZQ14I9
1996,0803041B0,Anastrozole                                                 ,2Z07MYW1AZ
1997,0803041C0,Exemestane                                                  ,NY22HMQ4BX
1998,0803041F0,Formestane                                                  ,PUB9T8T355
1999,0803041L0,Letrozole                                                   ,7LKK855W8I
2000,0803041P0,Onapristone                                                 ,[]
2001,0803041S0,Tamoxifen Citrate                                           ,094ZI81Y45
2002,0803041U0,Toremifene Citrate                                          ,7NFE54O27T
2003,0803042A0,Bicalutamide                                                ,A0Z3NAU9DP
2004,0803042B0,Buserelin                                                   ,PXW8U3YXDV
2005,0803042E0,Cyproterone Acetate                                         ,4KM2BN5JHF
2006,0803042H0,Flutamide                                                   ,76W6J0943E
2007,0803042K0,Goserelin Acetate                                           ,0F65R8P09N
2008,0803042N0,Leuprorelin Acetate                                         ,[]
2009,0803042P0,Triptorelin Acetate                                         ,9081Y98W2V
2010,0803042Q0,Histrelin Acetate                                           ,QMG7HLD1ZE
2011,0803042R0,Degarelix                                                   ,SX0XJI3A11
2012,0803042S0,Triptorelin Embonate                                        ,9081Y98W2V
2013,0803042T0,Abiraterone                                                 ,G819A456D0
2014,0803042U0,Enzalutamide                                                ,93T0T9GKNU
2015,0803043N0,Octreotide Acetate                                          ,RWM8CCW8GP
2016,0803043P0,Lanreotide                                                  ,0G3DE8943Y
2017,0803043Q0,Pasireotide                                                 ,98H1T17066
2018,0901011C0,Compound Iron Preparations                                  ,E1UOL152H7
2019,0901011F0,Ferrous Fumarate                                            ,R5L488RY0Q
2020,0901011H0,Ferrous Gluconate                                           ,781E2AXH0K
2021,0901011K0,Ferrous Glycine Sulfate                                     ,56PS9HY5XI
2022,0901011M0,Ferrous Succinate                                           ,818ZYK7N91
2023,0901011P0,Ferrous Sulfate                                             ,[]
2024,0901011Q0,Iron & Folic Acid                                           ,935E97BOY8
2025,0901011R0,Higher Folic Acid Content                                   ,[]
2026,0901011S0,Polysaccharide-Iron Complex                                 ,[]
2027,0901011W0,Sodium Feredate                                             ,[]
2028,0901011X0,Ferrous Calcium Citrate                                     ,SY7Q814VUP
2029,090101100,Other Oral Iron Preps                                       ,E1UOL152H7
2030,0901012I0,Iron Sucrose                                                ,E1UOL152H7
2031,0901012K0,Iron Dextran                                                ,E1UOL152H7
2032,0901012M0,Iron Sorbitol                                               ,E1UOL152H7
2033,0901012N0,Iron Polymaltose                                            ,E1UOL152H7
2034,0901012P0,Iron Carboxymaltose                                         ,E1UOL152H7
2035,0901012Q0,Ferumoxytol                                                 ,[]
2036,0901020D0,Cyanocobalamin                                              ,[]
2037,0901020F0,Folinic Acid                                                ,[]
2038,0901020G0,Folic Acid                                                  ,935E97BOY8
2039,0901020N0,Hydroxocobalamin                                            ,Q40X8H422O
2040,0901020S0,Liver Extracts                                              ,[]
2041,0901020T0,Mecobalamin                                                 ,[]
2042,090102000,Other Megaloblastic Anaemia Preps                           ,[]
2043,0901030B0,Erythropoietin                                              ,64FS3BFH5W
2044,0901030C0,Nandrolone Decanoate                                        ,6PG9VR430D
2045,0901030D0,Epoetin Alfa                                                ,[]
2046,0901030E0,Epoetin Beta                                                ,[]
2047,0901030H0,Oxymetholone                                                ,L76T0ZCA8K
2048,0901030I0,Deferiprone                                                 ,2BTY8KH53L
2049,0901030J0,Darbepoetin Alfa                                            ,15UQ94PT4P
2050,0901030K0,Deferasirox                                                 ,V8G4MOF2V9
2051,0901030L0,Epoetin Delta                                               ,[]
2052,0901030M0,Eculizumab                                                  ,A3ULP0F556
2053,0901030N0,Methoxy Polyethylene Glycol-Epoetin Beta                    ,LR3UXN0193
2054,0901030P0,Desferrioxamine Mesilate                                    ,[]
2055,0901030Q0,Epoetin Zeta                                                ,[]
2056,0901030R0,Hydroxycarbamide                                            ,[]
2057,0901030S0,Epoetin Theta                                               ,[]
2058,090103000,Other Hypoplastic/Haemolytic/Renal Preps                    ,[]
2059,0901040A0,Anagrelide Hydrochloride                                    ,K9X45X0051
2060,0901040B0,Romiplostim                                                 ,GN5XU2DXKV
2061,0901040C0,Eltrombopag                                                 ,S56D65XJ9G
2062,0901060I0,Filgrastim                                                  ,PVI5M0M1GW
2063,0901060K0,Lenograstim                                                 ,6WS4C399GB
2064,0901060N0,Molgramostim                                                ,B321AL142J
2065,0901060P0,Pegfilgrastim                                               ,3A58010674
2066,0901060Q0,Lipegfilgrastim                                             ,4AWF0N6QV3
2067,0901070B0,Plerixafor                                                  ,S915P5499N
2068,0902011L0,Calcium Polystyrene Sulfonate                               ,SY7Q814VUP
2069,0902011P0,Sodium Polystyrene Sulfonate                                ,[]
2070,0902011Q0,Potassium Gluconate                                         ,RWP5GA015D
2071,0902011U0,Potassium Chloride                                          ,RWP5GA015D
2072,0902011Z0,Potassium Sulfate                                           ,RWP5GA015D
2073,090201100,Other Oral Potassium Preps                                  ,RWP5GA015D
2074,0902012H0,Oral Rehydration Salts                                      ,[]
2075,0902012L0,Sodium Chloride                                             ,451W47IQ8X
2076,0902012N0,Sodium Chloride+Glucose                                     ,[]
2077,0902012P0,Sodium Lactate                                              ,[]
2078,0902012Q0,Sodium Dichloroacetate                                      ,[]
2079,0902013P0,Potassium Bicarbonate                                       ,RWP5GA015D
2080,0902013S0,Sodium Bicarbonate                                          ,8MDF5V39QO
2081,090201300,Other Oral Bicarbonate Preps                                ,[]
2082,0902021G0,Glucose                                                     ,[]
2083,0902021N0,Potassium Chloride                                          ,RWP5GA015D
2084,0902021Q0,Sodium Bicarbonate                                          ,8MDF5V39QO
2085,0902021S0,Sodium Chloride                                             ,451W47IQ8X
2086,0902021V0,Sodium Lactate                                              ,[]
2087,0902021X0,Water for Injection                                         ,[]
2088,090202100,Other Electrolyte & Water Preps                             ,[]
2089,0902022A0,Albumin Solution                                            ,[]
2090,0902022D0,Dried Plasma Protein Fraction                               ,[]
2091,0902022E0,Dextran 70 I.V.I. In Glucose                                ,[]
